Kanji|JLPT-test|GPT-PT-BR|word1|reading1|translation1|word2|reading2|translation2|word3|reading3|translation3
費|3|Custo, Despesa|費用|ひよう|custo|費率|ひりつ|taxa de despesas|消費|しょうひ|consumo
碑|1|Túmulo, Estela|碑文|ひぶん|inscrição em uma estela|記念碑|きねんひ|monumento comemorativo|石碑|せきひ|pedra de memorial
罷|1|Suspensão|罷免|ひめん|destituição|罷り通る|まかりとおる|permeia|罷業|はぎょう|greve
避|1|Evitar|避ける|さける|evitar|避難|ひなん|evacuação|回避|かいひ|evitar
尾|1|Cauda|尾行|びこう|Perseguição|尾巴|おば|Cauda (de animal)|尾約|びやく|Compromisso (jurídico)
眉|1|Sobrancelha|眉毛|まゆげ|sobrancelha|眉間|みけん|entre as sobrancelhas|眉唾|まゆつば|suspeita
美|3|Beleza|美しい|うつくしい|bonito/a|美術|びじゅつ|arte|美食|びしょく|gourmet
備|3|Preparo|備品|びひん|Equipamento|備える|そなえる|Preparar|備わる|そなわる|Estar presente
微|1|Sutil, pequeno|微細|びさい|microscópico|微妙|びみょう|sutil|微温|びおん|temperatura baixa
鼻|2|Nariz|鼻水|はなみず|corrimento nasal|鼻炎|びえん|rinite|鼻歌|はなうた|cantarolar
膝|0|Joelho|膝|ひざ|joelho|膝下|ひざした|parte inferior do joelho|膝頭|ひざがしら|parte dianteira do joelho
肘|0|Cotovelo|肘掛け|ひじかけ|braço do sofá|肘板|ひじいた|plano de cotovelo|肘をつく|ひじをつく|apoiar o cotovelo
匹|2|Animal|匹敵|ひってき|igualar-se|匹数|ひきすう|número de animais|一匹|いっぴき|um animal
必|3|Necessário, obrigação|必要|ひつよう|necessidade|必死|ひっし|desesperado|必ず|かならず|certamente
泌|1|Secreção|泌尿|ひにょう|urinário|泌乳|ひにゅう|lactação|泌血|ひけつ|sangramento
筆|2|Caneta, Pincel|筆記|ひっき|escrita|筆者|ひっしゃ|autor|筆道|ひつどう|técnica de caligrafia
姫|1|Princesa, Nobre|姫君|ひめぎみ|Princesa|姫路|ひめじ|Himeji|姫沙|ひめすな|Areia fina
百|5|Cento|百円|ひゃくえん|cem ienes|百貨店|ひゃっかてん|departamento loja|百人|ひゃくにん|cem pessoas
氷|2|Gelo|氷山|ひょうざん|iceberg|氷水|こおりみず|água gelada|氷屋|こおりや|vendeiro de gelo
表|3|Tabela, Superfície|表現|ひょうげん|expressão|表面|ひょうめん|superfície|表公式|ひょうこうしき|tabela formal
俵|1|Saco, pacote|俵むすび|たわらむすび|O atar do saco|俵|たわら|saco (de arroz)|俵屋|たわらや|loja de sacos
票|1|Voto, Bilhete|投票|とうひょう|votação|票券|ひょうけん|bilhete|票数|ひょうすう|número de votos
評|2|Avaliação, Crítica|評判|ひょうばん|reputação|評論|ひょうろん|crítica|評価|ひょうか|avaliação
漂|1|Flutuar|漂流|ひょうりゅう|derivações|漂う|ただよう|flutuar|漂白|ひょうはく|descoloração
標|2|Sinal, Padrão|標準|ひょうじゅん|padrão|標識|ひょうしき|sinalização|標本|ひょうほん|exemplar
苗|1|Muda, Broto|苗木|なえぎ|muda|苗圃|なえうえ|viveiro|苗族|びょうぞく|tribo Miao
秒|2|Segundo|秒針|びょうしん|segundo do relógio|秒読み|びょうよみ|contagem regressiva|十秒|じゅうびょう|dez segundos
病|4|Doença|病院|びょういん|hospital|病気|びょうき|doença|病状|びょうじょう|estado da doença
描|1|Desenhar, Pintar|描写|びょうしゃ|descrição|描く|えがく|desenhar|描画|びょうが|ilustração
猫|3|Gato|猫科|ねこか|família dos gatos|猫屋敷|ねこやしき|casa dos gatos|飼い猫|かいねこ|gato doméstico
品|4|Produto, Qualidade|品質|ひんしつ|qualidade|品物|しなもの|produto|上品|じょうひん|elegante
浜|1|Praia, Costa|浜辺|はまべ|praia|浜丸|はままる|forma da praia|浜田|はまだ|Hamada (nome de lugar)
貧|3|Pobreza, escassez|貧困|ひんこん|pobreza|貧乏|びんぼう|miserável|貧血|ひんけつ|anemia
賓|1|Hóspede, Visitante|賓客|ひんきゃく|convidado|賓館|ひんかん|pavilhão de visitantes|賓士|ひんし|nobre
頻|1|Frequente|頻繁|ひんぱん|frequente|頻出|ひんしゅつ|frequentemente aparecendo|頻度|ひんど|frequência
敏|1|Ágil, inteligente|敏感|びんかん|sensível|敏速|びんそく|rápido|敏腕|びんわん|habilidoso
瓶|1|Garrafa, Frasco|瓶詰め|びんづめ|engarrafado|瓶子|びんし|frasco|瓶飲み|びんのみ|beber da garrafa
不|4|Não, negativo|不明|ふめい|desconhecido|不安|ふあん|ansioso, inseguro|不幸|ふこう|infelicidade
夫|3|Marido|夫婦|ふうふ|casal|夫人|ふじん|senhora|夫子|ふうし|mestre
父|5|Pai|父親|ちちおや|pai|父さん|とうさん|pai (informal)|祖父|そふ|avô
付|3|Anexo, Adição|付ける|つける|anexar|付属品|ふぞくひん|acessório|手付け|てつけ|sinal
布|2|Tecido, pano|布団|ふとん|colchão|布類|ぬのるい|materiais têxteis|布切れ|ぬのきれ|pedaço de pano
扶|1|Apoio, ajuda|扶養|ふよう|sustento|扶助|ふじょ|ajuda|扶持|ふち|assistência
府|2|Prefeitura|府庁|ふちょう|prefeitura|政府|せいふ|governo|府県|ふけん|prefeitura/estado
怖|3|Medo|怖い|こわい|assustador|恐怖|きょうふ|medo|恐ろしい|おそろしい|terrível
阜|0|Túmulo, Colina|阜野|ふや|campo|阜立|ふりゅう|subir a colina|阜州|ふしゅう|província montanhosa
附|1|Anexo|附属|ふぞく|afiliado|附加|ふか|adicionar|附帯|ふたい|acessório
訃|0|Obituário, falecimento|訃報|ふほう|notícia de falecimento|訃告|ふこく|anúncio de falecimento|訃約|ふやく|testamento
負|3|Culpa, Dever|負ける|まける|perder|負担|ふたん|carga|負け犬|まけいぬ|perdedores
赴|1|Ir, deslocar|赴任|ふにん|nomeação (para um cargo)|赴く|おもむく|deslocar-se, ir (a um lugar)|赴宴|ふえん|ir a uma festa
浮|3|Flutuar|浮気|うわき|infidelidade|浮遊|ふゆう|flutuação|浮かぶ|うかぶ|flutuar
婦|3|Mulher, esposa|婦人|ふじん|senhora|主婦|しゅふ|donas de casa|婦人科|ふじんか|ginecologia
符|2|Símbolo|符号|ふごう|símbolo|符節|ふせつ|notação|符丁|ふちょう|código
富|3|Riqueza|富士山|ふじさん|Monte Fuji|富裕|ふゆう|afluente|富豪|ふごう|millonário
普|2|Comum, Geral|普及|ふきゅう|disseminação|普遍|ふへん|universal|普段|ふだん|normalmente
腐|1|Podre, decomposto|腐る|くさる|apodrecer|腐敗|ふはい|decomposição|腐食|ふしょく|corrosão
敷|1|Estender, Colocar|敷物|しきもの|tapete|敷地|しきち|terreno|敷設|ふせつ|instalação
膚|2|Pele|膚質|ふしつ|tipo de pele|膚色|はだいろ|cor da pele|皮膚|ひふ|pele
賦|1|Imposto, Taxa|賦役|ふやく|trabalho forçado|賦課|ふか|atribuição (de imposto)|賦与|ふよ|concessão
譜|1|Partitura|譜面|ふめん|partitura|楽譜|がくふ|partitura musical|譜号|ふごう|sinal de partitura
侮|1|Desprezo|侮辱|ぶじょく|insulto|侮る|あなどる|menosprezar|侮蔑|ぶべつ|desdenho
武|2|Guerra, Militar|武士|ぶし|samurai|武道|ぶどう|artes marciais|武器|ぶき|arma
部|3|Parte, Seção|部屋|へや|quarto|部門|ぶもん|departamento|部長|ぶちょう|gerente
舞|3|Dança|舞踏|ぶとう|dança|舞台|ぶたい|palco|舞姫|まいひめ|princesa da dança
封|2|Selar, Fechar|封筒|ふうとう|envelope|封印|ふういん|selo (de segurança)|封じる|ふうじる|selar
風|4|Vento|風邪|かぜ|resfriado|豊風|ほうふう|vento abundante|風景|ふうけい|paisagem
伏|1|Prostrar, Esconder|伏兵|ふくへい|emboscada|伏せる|ふせる|deitar, esconder|伏せ字|ふせがじ|censura
服|4|Roupas|服装|ふくそう|vestimenta|洋服|ようふく|roupas ocidentais|服飾|ふくしょく|moda
副|2|Auxiliar, Suplementar|副作用|ふくさよう|efeito colateral|副職|ふくしょく|emprego secundário|副社長|ふくしゃちょう|vice-presidente
幅|2|Largura|幅広い|はばひろい|amplo|幅員|ふくいん|largura da estrada|幅狭い|はばせまい|estreito
復|2|Recuperação, Restauração|復活|ふっかつ|ressurreição|復習|ふくしゅう|revisão|復帰|ふっき|retorno
福|3|Felicidade, sorte|幸福|こうふく|felicidade|福袋|ふくぶくろ|saco da sorte|福音|ふくいん|evangelho
腹|3|Barriga|腹痛|ふくつう|dor de barriga|腹筋|ふっきん|abdominais|腹立ち|はらだち|raiva
複|2|Duplicado, complexo|複雑|ふくざつ|complexo|複製|ふくせい|cópia|複合|ふくごう|composição
覆|1|Cobrir|覆う|おおう|cobrir|覆面|ふくめん|máscara|覆水|ふくすい|água derramada
払|3|Pagar, Honrar|払う|はらう|pagar|支払う|しはらう|pagar, quitar|払い|はらい|pagamento
沸|2|Fervido|沸騰|ふっとう|ebulindo|沸かす|わかす|ferver|沸く|わく|ferver (intransitivo)
仏|2|Buda, França|仏教|ぶっきょう|budismo|仏像|ぶつぞう|estátua de Buda|フランス|ふらんす|França
物|4|Coisa, Objeto|物語|ものがたり|história|生物|せいぶつ|ser vivo|物価|ぶっか|preço dos bens
粉|2|Pó|粉砂糖|こなざとう|açúcar de confeiteiro|小麦粉|こむぎこ|farinha de trigo|米粉|こめこ|farinha de arroz
紛|1|Confusão, Mistura|紛失|ふんしつ|perda|紛らわしい|まぎらわしい|confuso|紛争|ふんそう|conflito
雰|1|Atmósfera|雰囲気|ふんいき|atmosfera|雰疎|ふんそ|atmosfera rarefeita|雰囲|ふんい|ambiente
噴|1|Jato, Exalação|噴水|ふんすい|fontana|噴火|ふんか|eruption|噴出|ふんしゅつ|exalação
墳|1|Túmulo|古墳|こふん|túmulo antigo|墳墓|ふんぼ|sepultura|大墳|だいふん|grande túmulo
憤|1|Ira|憤怒|ふんど|raiva|憤慨|ふんがい|indignação|憤慨する|ふんがいする|indignar-se
奮|1|Esforço, Incentivo|奮闘|ふんとう|esforço|奮起|ふんき|incentivo|奮発|ふんぱつ|generosidade
分|5|Parte, Divisão|分ける|わける|dividir|分かる|わかる|entender|分数|ぶんすう|fração
文|4|Texto, Frase|文章|ぶんしょう|texto, escrita|文法|ぶんぽう|gramática|文芸|ぶんげい|literatura
聞|5|Ouvir|聞く|きく|ouvir|聞こえる|きこえる|ser ouvido|聞き取る|ききとる|compreender verbalmente
丙|1|Fogo, Terceiro|丙午|へいご|ano do fogo|丙種|へいしゅ|terceira classe|丙版|へいばん|edição B
平|3|Plano, Calmo|平ら|たいら|plano|平和|へいわ|paz|平面|へいめん|plano (geometria)
兵|2|Soldado, Guerra|兵士|へいし|soldado|兵器|へいき|armas|軍兵|ぐんぺい|tropas
併|1|Combinação|併発|へいはつ|co-ocorrência|併用|へいよう|uso combinado|併記|へいき|indicação conjunta
並|2|Alinhamento, Sequência|並ぶ|ならぶ|filar, alinhar|並べる|ならべる|alinhar, organizar|並行|へいこう|paralelo
柄|1|Padrão, Estampa|柄杓|ひしゃく|concha de madeira|模様|もよう|desenho, padrão|柄物|がらもの|padrão (tecido)
陛|1|Majestade|陛下|へいか|Vossa Majestade|陛臣|へいしん|nobreza|陛女|へいじょ|grã-duquesa
閉|3|Fechar|閉店|へいてん|fechamento da loja|閉じる|とじる|fechar|閉じ込める|とじこめる|trancar
塀|1|Muro|塀|へい|muro|塀壁|へいへき|parede do muro|塀外|へいがい|fora do muro
幣|1|Dinheiro, Ofertas|幣幣|えびす|oferta|社幣|しゃべい|oferta sagrada|紙幣|しへい|nota (dinheiro)
弊|1|Nossa, Nós|弊社|へいしゃ|nossa empresa|弊害|へいがい|prejuízo|弊履|へいり|sapato usado
蔽|0|Cobrir, Ocultar|蔽い|おおい|cobertura|蔽える|おおえる|ocultar|蔽蔽|へいへい|cobertura (excessiva)
餅|0|Mochi, Bolo de arroz|餅米|もちごめ|arroz glutinoso|餅つき|もちつき|preparação de mochi|大福餅|だいふくもち|daifuku
米|3|Arroz|米国|べいこく|Estados Unidos|米|こめ|arroz|米粉|こめこ|farinha de arroz
壁|2|Parede|壁紙|かべがみ|papel de parede|壁面|へきめん|superfície da parede|壁掛け|かべかけ|quadro de parede
璧|0|Parede, Tesouro|金璧|きんぺき|tesouro de ouro|璧玉|へきぎょく|pérola preciosa|璧石|へきせき|pedra preciosa
癖|1|Costume, Manias|癖|くせ|mania|悪癖|あくへき|vício|癖の強い|くせのつよい|natureza excêntrica
別|4|Separado|別れる|わかれる|separar|別の|べつの|outro|別居|べっきょ|separação (familiar)
蔑|0|Desprezo|蔑視|べっし|desprezo|蔑む|さげすむ|desprezar|蔑称|べっしょう|nome depreciativo
片|2|Parte, Lado|片道|かたみち|caminho de ida|片付ける|かたづける|organizar|片耳|かたみみ|ouvido único
辺|2|Vizinhança, área|辺り|あたり|vizinhança|辺境|へんきょう|fronteira|周辺|しゅうへん|redores
返|3|Retorno|返事|へんじ|resposta|返却|へんきゃく|devolução|返済|へんさい|pagamento
変|3|Mudança, Alteração|変化|へんか|mudança|変更|へんこう|alteração|変わる|かわる|mudar
偏|1|Tendência, Viés|偏見|へんけん|preconceito|偏差|へんさ|desvio|偏食|へんしょく|alimentação seletiva
遍|1|Geral|遍歴|へんれき|peregrinação|遍在|へんざい|onipresença|遍用|へんよう|uso geral
編|2|Composição, Tece|編纂|へんさん|compilação|編成|へんせい|formação|編み物|あみもの|tricô
弁|1|Defesa, Estilo|弁護士|べんごし|advogado|弁当|べんとう|marmita|弁明|べんめい|justificação
便|3|Conforto,便利|便利|べんり|conveniente|便所|べんじょ|banheiro|郵便|ゆうびん|correio
勉|4|Esforço, esforço|勉強|べんきょう|estudo|勤勉|きんべん|diligente|勉強家|べんきょうか|estudioso
歩|4|Caminhar, andar|歩道|ほどう|calçada|徒歩|とほ|caminhada|歩数|ほすう|número de passos
保|2|Proteção, Manutenção|保育|ほいく|Cuidado infantil|保険|ほけん|Seguro|保存|ほぞん|Preservação
哺|0|Amamentar|哺乳|ほにゅう|amamentação|哺乳類|ほにゅうるい|mamífero|哺育|ほいく|criação
捕|3|Captura, Apanhado|捕まえる|つかまえる|capturar|捕獲|ほかく|captura|捕手|ほしゅ|receptor
補|2|Reforço, Suporte|補助|ほじょ|auxílio|補充|ほうじゅう|reabastecimento|補足|ほそく|adição
舗|1|Pavimento, Estrada|舗装|ほそう|pavimentação|舗屋|ほおく|casa comercial|舗道|ほどう|calçada
母|5|Mãe|母国|ぼこく|país natal|母親|ははおや|mãe|母音|ぼいん|vogal
募|2|Recrutar, solicitar|募集|ぼしゅう|recrutamento|募金|ぼきん|doação|応募|おうぼ|inscrição
墓|1|Túmulo|墓地|ぼち|cemitérios|墓石|ぼせき|pedra tumular|墓穴|ぼけつ|túmulo
慕|1|Saudade, Apego|慕情|ぼじょう|afeto|慕う|したう|desejar|慕われる|したわれる|ser querido
暮|3|Vida, Crepúsculo|暮らし|くらし|vida, modo de viver|暮れる|くれる|anoitecer, cair (do dia)|暮れ|くれ|crepúsculo, fim do ano
簿|1|Livro, Registro|帳簿|ちょうぼ|livro contábil|簿記|ぼき|contabilidade|簿冊|ぼさつ|livro (de registros)
方|4|Direção, lado|方法|ほうほう|método|方針|ほうしん|direção, política|方言|ほうげん|dialeto
包|2|Pacote, envolver|包む|つつむ|envolver|包み|つつみ|pacote|包帯|ほうたい|atadura
芳|1|Fragrância|芳香|ほうこう|fragrância|芳しい|かんばしい|aromático|芳賀|よしが|nobre
邦|1|País, nação|邦楽|ほうがく|música tradicional japonesa|邦画|ほうが|filme japonês|邦人|ほうじん|cidadão japonês
奉|1|Serviço, Oferecer|奉仕|ほうし|serviço|奉納|ほうのう|oferta|奉公|ほうこう|serviço (público)
宝|2|Tesouro|宝物|たからもの|objeto de valor|宝石|ほうせき|joia|宝庫|ほうこ|depósito
抱|3|Abraço|抱える|かかえる|abraçar, suportar|抱っこ|だっこ|carregar (uma criança)|抱擁|ほうよう|abraço
放|3|Liberar, Soltar|放送|ほうそう|transmissão|放置|ほうち|abandonar|解放|かいほう|liberação
法|3|Lei, método|法律|ほうりつ|lei|方法|ほうほう|método|法則|ほうそく|lei (regra)
泡|1|Bolha, espuma|泡立てる|あわだてる|bater (espuma)|泡|あわ|bolha|泡沫|うたかた|espuma
胞|1|Célula, membrana|細胞|さいぼう|célula|胞子|ほうし|esporo|膜胞|まくほう|membrana celular
俸|1|Salário|俸給|ほうきゅう|salário|俸士|ほうし|funcionário público|俸禄|ほうろく|remuneração
倣|1|Imitação|倣う|ならう|imitar|模倣|もほう|imitação|倣例|ほうれい|exemplo
峰|1|Pico, montanha|峰|みね|pico|山峰|さんぽう|pico da montanha|峰々|みねみね|picos
砲|1|Canhão|砲兵|ほうへい|artilharia|大砲|たいほう|grande canhão|砲撃|ほうげき|bombardeio
崩|1|Desmoronar, Colapsar|崩壊|ほうかい|colapso|崩れる|くずれる|desmoronar|崩す|くずす|desmantelar
訪|3|Visitar|訪問|ほうもん|visita|訪れる|おとずれる|visitar|訪問客|ほうもんきゃく|visitante
報|3|Relatório, Informar|報告|ほうこく|relatório|報酬|ほうしゅう|recompensa|報道|ほうどう|noticiário
蜂|0|Abelha|蜂蜜|はちみつ|mel|蜂がいる|はちがいる|há abelha|蜂の巣|はちのす|ninho de abelhas
豊|2|Abundância, Rico|豊富|ほうふ|abundância|豊か|ゆたか|rico|豊年|ほうねん|ano abundante
飽|1|Saciado, Suficiente|飽きる|あきる|saciar (a fome, o interesse)|飽和|ほうわ|saturação|飽食|ほうしょく|superabundância de comida
褒|1|Elogio, louvor|褒める|ほめる|elogiar|褒美|ほうび|recompensa|褒賞|ほうしょう|prêmio
縫|1|Costurar|縫い目|ぬいめ|costura|縫う|ぬう|costurar|縫製|ほうせい|confecção
亡|3|Falecer|亡くなる|なくなる|falecer|亡者|もうじゃ|morto|亡国|ぼうこく|nação perdedora
乏|1|Pobreza, escassez|乏しい|とぼしい|escasso|乏しさ|とぼしさ|pobreza|乏しい生活|とぼしいせいかつ|vida pobre
忙|3|Ocupado|忙しい|いそがしい|ocupado|忙しさ|いそがしさ|ocupação|忙碌|ぼうろく|afazeres
坊|0|Menino, templo|坊主|ぼうず|monge, rapaz|坊や|ぼうや|garoto|坊間|ぼうかん|entre os meninos
妨|1|Impedimento|妨害|ぼうがい|obstrução|妨げる|さまたげる|interferir|妨げ|さまたげ|obstáculo
忘|3|Esquecer|忘れる|わすれる|esquecer|忘れ物|わすれもの|objeto esquecido|忘年会|ぼうねんかい|festa de fim de ano
防|2|Defesa, Prevenção|防止|ぼうし|prevenção|防衛|ぼうえい|defesa|防具|ぼうぐ|equipamento de defesa
房|1|Quarto, sala|房名|ぼうめい|nome do quarto|房屋|ぼうおく|edifício, casa|寝房|しんぼう|quarto de dormir
肪|1|Gordura|脂肪|しぼう|gordura|甘脂肪|あましぼう|gordura doce|不飽和脂肪酸|ふほうわしぼうさん|ácido graxo insaturado
某|1|Algum|某人|ぼうじん|alguma pessoa|某所|ぼうしょ|algum lugar|某会社|ぼうかいしゃ|alguma empresa
冒|1|Aventura, Risco|冒険|ぼうけん|aventura|冒頭|ぼうとう|início|冒涜|ぼうとく|blasfêmia
剖|1|Dissecção|剖検|ぼうけん|autópsia|剖析|ぼうさく|análise|剖断|ぼうだん|dissecação
紡|1|Fiar|紡績|ぼうせき|fiação|紡ぐ|つむぐ|fiar|紡衣|ぼうい|tecido
望|3|Esperança, Desejo|希望|きぼう|esperança|望遠|ぼうえん|telefoto|予定|よてい|programa
傍|1|Lado, Próximo|傍ら|かたわら|ao lado|傍聴|ぼうちょう|assistência (audiência)|傍受|ぼうじゅ|escuta (eavesdropping)
帽|2|Chapéu|帽子|ぼうし|chapéu|防帽|ぼうぼう|capacete de proteção|軍帽|ぐんぼう|boné militar
棒|2|Bastão, Vara|棒球|ぼうきゅう|bola de bastão|棒アイス|ぼうあいす|sorvete em bastão|電棒|でんぼう|vara elétrica
貿|2|Comércio|貿易|ぼうえき|comércio exterior|貿易会社|ぼうえきがいしゃ|empresa de comércio exterior|貿易摩擦|ぼうえきまさつ|conflito comercial
貌|0|Rosto, Aparência|容貌|ようぼう|aparência|貌合|ぼうあい|compatibilidade de aparência|貌似|ぼうじ|semelhança de aparência
暴|2|Violência|暴力|ぼうりょく|violência|暴風|ぼうふう|tempestade violenta|暴露|ばくろ|exposição
膨|1|Inchar, Aumentar|膨張|ぼうちょう|expansão|膨れ上がる|ふくれあがる|inchar|膨らむ|ふくらむ|crescer, expandir
謀|1|Conspiração, trama|謀反|むほん|rebelião|謀略|ぼうりゃく|estratagema|陰謀|いんぼう|conspiração
頬|0|Bochecha|頬杖|ほおづえ|apoio de bochecha|頬肉|ほおにく|carne da bochecha|頬紅|ほおべに|blush
北|5|Norte|北風|きたかぜ|vento norte|北極|ほっきょく|pólo norte|北部|きたぶ|parte norte
木|5|Árvore|木曜日|もくようび|quinta-feira|木材|もくざい|madeira|果樹|かじゅ|frutífera
朴|1|Simplicidade, tolo|朴素|はくそ|simples, austero|朴木|はくぼく|madeira de carvalho|朴訥|ばくとつ|franco, sincero
牧|1|Pastoreio, Gado|牧場|ぼくじょう|fazenda|牧師|ぼくし|pastor|牧草|ぼくそう|capim
睦|1|Harmonia, Amor|睦まじい|むつまじい|afetuoso|睦合|むつあい|relações harmoniosas|睦月|むつき|janeiro
僕|1|Eu, garoto|僕|ぼく|eu (masculino)|僕たち|ぼくたち|nós (masculino)|僕の|ぼくの|meu (masculino)
墨|1|Tinta, carvão|墨汁|ぼくじゅう|tinta de carvão|墨|すみ|tinta|墨絵|すみえ|pintura a tinta
撲|1|Soco, Bater|撲滅|ぼくめつ|erradicação|撲る|ぼくる|bater|撲撃|ぼくげき|ataque
没|1|Morte, falecimento|没頭|ぼっとう|imersão|没落|ぼつらく|queda, declínio|死亡|しぼう|óbito
勃|0|Ereção, Agitação|勃発|ぼっぱつ|erupção, surgimento|勃起|ぼっき|ereção|勃然|ぼつぜん|de repente
堀|1|Fossado, Canal|堀り|ほり|escavação|堀井|ほりい|nome próprio (Hori)|堀込|ほりごめ|canal fechado
本|5|Livro, Base|本屋|ほんや|livraria|本物|ほんもの|genuíno|本日|ほんじつ|hoje
奔|1|Correr, correr rapidamente|奔走|ほんそう|correndo ao redor|奔放|ほんぽう|libertino|奔出|ほんしゅつ|sair rapidamente
翻|1|Traduzir|翻訳|ほんやく|tradução|翻弄|ほんろう|manipulação|翻転|ほんてん|inversão
凡|1|Comum, Mediano|凡人|ぼんじん|pessoa comum|凡例|はんれい|exemplo comum|凡庸|ぼんよう|mediocridade
盆|1|Bacia, prato|盆栽|ぼんさい|bonsai|盆踊り|ぼんおどり|dança Bon|お盆|おぼん|Dia dos Mortos
麻|1|Cânhamo|麻薬|まやく|drogas|麻布|あざぶ|tecido de cânhamo|麻痺|まひ|paralisia
摩|1|Esfregar|摩擦|まさつ|fricção|摩天楼|ませんろう|arranha-céus|摩耗|まもう|desgaste
磨|2|Polir|磨く|みがく|polir|磨き|みがき|polimento|研磨|けんま|esmerilhamento
魔|1|Feitiço, Mágico|魔法|まほう|magia|悪魔|あくま|diabo|魔女|まじょ|bruxa
毎|5|Todo, Sempre|毎日|まいにち|todos os dias|毎週|まいしゅう|toda semana|毎年|まいとし|todo ano
妹|4|Irmã mais nova|妹|いもうと|irmã mais nova|妹分|いもうとぶん|irmazinha|姉妹|しまい|irmãs
枚|2|Folha, Placa|枚数|まいすう|número de folhas|一枚|いちまい|uma folha|枚板|まいばん|placa de madeira
昧|0|Confuso, Escuro|無昧|むまい|ignorância|昧昧|まいまい|confuso, obscuro|昧藻|まいそう|alga escura
埋|2|Enterrar|埋蔵|まいぞう|enterrado|埋める|うめる|enterrar|埋まる|うまる|estar enterrado
幕|1|Cortina, painel|幕府|ばくふ|shogunato|幕間|まくあい|intervalo|舞幕|まいまく|cortina de dança
膜|1|Membrana|膜|まく|membrana|細胞膜|さいぼうまく|membrana celular|薄膜|はくまく|filme fino
枕|0|Travesseiro|枕元|まくらもと|ao lado do travesseiro|枕詞|まくらことば|poema de abertura|枕草子|まくらのそうし|O Livro do Travesseiro
又|1|Novamente, outra vez|又聞き|またぎき|ouvir de novo|又会う|またあう|encontrar novamente|又は|または|ou
末|3|Fim, extremo|末尾|まつび|final, extremidade|末っ子|まっこ|caçula|末製|まつせい|última fabricação
抹|1|Abreviar, apagar|抹消|まっしょう|cancelar|抹茶|まっちゃ|chá verde em pó|抹殺|まっさつ|eliminação
万|5|Milhão|万歳|ばんざい|viva!|万国|ばんこく|todas as nações|万円|まんえん|dez mil ienes
満|3|Cheio, Satisfeito|満員|まんいん|lotado|満足|まんぞく|satisfação|満たす|みたす|encher
慢|1|Lento, devagar|慢性|まんせい|crônico|慢心|まんしん|arrogância|慢性痛|まんせいとう|dor crônica
漫|1|Divertido, Lazer|漫画|まんが|mangá|漫才|まんざい|comédia de dupla|漫歩|まんぽ|caminhada divertida
未|3|Incompleto, Não maduro|未来|みらい|futuro|未経験|みけいけん|inexperiência|未熟|みじゅく|immaduro
味|4|Sabor|味覚|みかく|gosto|味噌|みそ|missô|味わう|あじわう|saborear
魅|1|Encanto|魅力|みりょく|charme/atrativo|魅惑|みわく|fascinação|魅了|みりょう|encantamento
岬|1|Ponta|岬|みさき|cabo|岬角|みさきかく|ponta do ângulo|岬灯台|みさきとうだい|farol de ponta
密|1|Denso, Secreto|密室|みっしつ|quarto secreto|密接|みっせつ|estreitamente relacionado|密度|みつど|densidade
蜜|0|Mel|蜜蜂|みつばち|abelha|蜜|みつ|mel|蜜柑|みかん|tangerina
脈|1|Pulso|脈拍|みゃくはく|batimento cardíaco|脈動|みゃくどう|pulsação|脈絡|みゃくらく|contexto
妙|1|Estranho, maravilhoso|妙な|みょうな|estranho, maravilhoso|妙技|みょうぎ|habilidade maravilhosa|妙齢|みょうれい|bela idade
民|3|Povo, cidadãos|人民|じんみん|povo|市民|しみん|cidadãos|民族|みんぞく|etnia
眠|3|Sono, Dormir|眠い|ねむい|sonolento|眠る|ねむる|dormir|昼眠|ひるね|soneca
矛|1|Lança, Arma|矛盾|むじゅん|contradição|矛先|ほこさき|punhalada|矛槍|むやり|lança
務|3|Dever, Trabalho|勤務|きんむ|serviço, dever|業務|ぎょうむ|atividade, tarefa|職務|しょくむ|cargo, função
無|2|Nada, vazio|無理|むり|impossível|無駄|むだ|inútil|無くなる|なくなる|desaparecer
夢|3|Sonho|夢見る|ゆめみる|sonhar|夢中|むちゅう|entusiasmo|夢想|むそう|devaneio
霧|1|Neblina|霧雨|きりさめ|chuva fina|霧氷|むひょう|gelo de névoa|霧深い|きりぶかい|neblina densa
娘|3|Filha|娘さん|むすめさん|filha (respeitoso)|娘たち|むすめたち|filhas|若い娘|わかいむすめ|menina jovem
名|5|Nome, Fama|名刺|めいし|cartão de visita|名前|なまえ|nome|有名|ゆうめい|famoso
命|3|Vida, Destino|命令|めいれい|ordem|命日|めいび|aniversário da morte|命がけ|いのちがけ|arriscar a vida
明|4|Brilho, Claro|明るい|あかるい|brilhante|明日|あす|amanhã|明確|めいかく|claro
迷|3|Confusão, Perda|迷惑|めいわく|incômodo|迷う|まよう|duvidar|迷路|めいろ|labirinto
冥|0|Escuro, Aprofundado|冥界|めいかい|mundo dos mortos|冥想|めいそう|meditação|冥利|めいり|benefício
盟|1|Aliança, Pacto|盟友|めいゆう|aliado|盟約|めいやく|pacto|盟主|めいしゅ|líder da aliança
銘|1|Inscrição, marca|銘柄|めいがら|marca, variedade|銘文|めいぶん|inscrição, epitáfio|銘酒|めいしゅ|vinho famoso
鳴|3|Cantar, soar|鳴く|なく|cantar (animal)|鳴らす|ならす|fazer soar|鳴き声|なきごえ|som (canto)
